A000014,0,6.5,8.2,6,0,-4,4,-9,2,0,4,57,4,0,0,0,0,3.893939394,4,1,74,3,0,0,0,0,3.096385542,207.8405456
A000022,0,7.909090909,5.272727273,2,-8,-12,3,-1,1,5,0,76,6,0,0,0,0,2.715909091,7,1,44,6,0,0,0,0,4.050847458,208.6181974
A000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.1826004
A000109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8690214
A000121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48322772
A000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0225358
A000211,0,5,2,5,0,0,3,2,0,0,1,9,0,0,0,0,0,5.818181818,0,0,4,0,0,0,0,0,12.8,191.5710583
A000209,0,15,0.5,17,4,0,1,1,0,0,0,30,0,0,0,0,0,5.35483871,0,0,1,0,0,0,0,0,83,208.9987506
A000210,0,39.25,5.833333333,5,-23,27,3,-6,1,13,3,452,3,0,0,0,0,2.716101695,1,2,61,6,0,0,0,0,18.05633803,202.4531421
A000212,0,4,2,4,0,0,2,0,0,1,0,3,0,0,0,0,0,3.8,0,0,1,1,0,0,0,0,6.333333333,209.042141
A000213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.8025934
A000214,0,5.5,1.5,4,-3,0,1,-1,0,1,2,8,0,0,0,0,0,5.083333333,0,0,3,0,0,0,0,0,15.25,185.2487974
A000215,0,14,1.8,15,1,-8,1,1,-2,1,3,59,7,0,0,0,0,8.521126761,0,0,9,0,0,0,0,0,60.5,155.7457463
A000217,0,15.66666667,1.333333333,26,6,3,2,0,2,23,6,6,59,0,0,0,0,4.505263158,0,0,8,0,0,0,0,0,47.55555556,171.9534624
A000224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.6942796
A000226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2671406
A000337,0,9,4,9,0,0,4,0,0,0,1,8,0,0,0,0,0,2.5,0,0,3,1,0,0,0,0,5,206.4033162
B000008,0,3,1,2,-2,0,1,0,0,0,1,5,0,0,0,0,0,3.714285714,0,0,2,0,0,0,0,0,8.666666667,191.7215479
B000072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.5410442
B000104,0,3.714285714,3,1,-3,4,3,-5,5,1,0,25,0,0,0,0,0,3.62962963,0,0,17,4,0,0,0,0,4.454545455,195.3090641
B000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3792911
B000179,0,4,1.2,6,3,0,0,-1,-1,0,0,18,2,0,0,0,0,6.857142857,0,0,6,0,0,0,0,0,20.57142857,175.1209737
B000204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.7184218
B000213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3647161
B000229,0,5.4,2.4,5,1,-3,2,0,-4,0,1,26,0,0,0,0,0,4.642857143,0,1,11,0,0,0,0,0,10,183.4368741
B000318,0,22.33333333,2,3,-31,4,1,-2,1,0,1,9,57,0,0,0,0,7.058823529,0,2,4,0,0,0,0,0,68.57142857,139.070431
B000371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0318034
B000392,0,9.5,2.5,6,-7,0,4,3,0,3,2,13,1,0,0,0,0,3.6,2,0,3,0,0,0,0,0,12,129.5186104
B000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4637872
B000410,0,4.727272727,7.272727273,10,2,-1,12,9,-6,1,4,42,5,0,0,0,0,6.924528302,8,1,60,11,0,0,0,0,4.530864198,197.3771704
B000431,0,2.666666667,0,1,-2,-1,0,0,0,0,0,8,0,0,0,0,0,76.11111111,0,0,0,0,0,0,0,0,685,183.4379458
B000462,0,4.5,1.5,5,1,0,1,-1,0,0,0,9,0,0,0,0,0,9.9,0,0,3,0,0,0,0,0,24.75,192.4808386
B000463,0,7.25,1.5,9,4,2,0,-1,1,3,0,53,2,0,0,0,0,3.762711864,2,0,9,1,0,0,0,0,17.07692308,207.9564237
B000517,0,4.5,2,6,3,0,4,4,0,0,1,7,1,0,0,0,0,2.9,1,0,3,0,0,0,0,0,5.8,175.4048615
B000551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000556,0,6.6,3,9,2,0,3,0,-1,1,1,25,6,0,0,0,0,6.323529412,2,1,12,0,0,0,0,0,13.4375,173.9593756
B000586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.7746022
B000589,0,5.538461538,2.538461538,1,1,-5,0,0,-1,9,2,20,41,0,0,0,0,5.02739726,0,0,27,6,0,0,0,0,10.79411765,172.4953304
B000619,0,6.5,3,5,3,1,3,2,-5,0,0,13,26,0,0,0,0,5.7,1,0,17,0,0,0,0,0,12,174.7102098
B000644,0,2.5,2,4,4,-3,1,-3,2,0,0,15,0,0,0,0,0,3.375,0,0,12,0,0,0,0,0,4.153846154,187.7779155
B000657,0,2.8,3.7,3,-6,8,3,-2,-4,0,1,26,1,0,0,0,0,5.068965517,1,1,32,3,0,0,0,0,3.868421053,209.8630511
B000711,1,5,3,5,0,0,3,0,0,0,0,5,0,444,3,5,48,2.588932806,0,0,3,0,431,11,2,59,2.58382643,209.8686147
B000817,0,1.666666667,2,2,-1,3,2,-2,4,0,1,3,1,0,0,0,0,4.666666667,0,0,6,0,0,0,0,0,4,174.2202537
B000880,0,16.5,0.5,18,3,0,1,1,0,2,0,27,4,0,0,0,0,17.32352941,0,0,1,0,0,0,0,0,294.5,183.2807214
B000890,0,3,4,3,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,0,0,1,0,0,0,0,2.4,143.2188108
B000897,0,5,0.333333333,8,4,1,0,-1,1,2,0,13,0,0,0,0,0,4.9375,0,0,1,0,0,0,0,0,39.5,172.1595183
B000918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.3614518
B000971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.6327583
B000997,0,6.666666667,4.333333333,5,-3,1,5,2,-2,1,0,17,2,0,0,0,0,3.19047619,1,0,12,0,0,0,0,0,4.785714286,162.2712394
