A000014,M000692,d,1
A000014,D000267,d,1
A000014,N000009,c,1
A000014,G000309,d,1
A000014,S000005,a,1
A000014,D000267,d,1
A000014,G000212,a,1
A000014,S000718,a,1
A000014,N000009,b,1
A000014,F000392,d,1
A000014,S000005,c,1
A000014,N000009,c,-1
A000014,D000222,c,1
A000014,G000309,d,1
A000014,S000948,c,-1
A000014,N000009,c,1
A000014,F000392,d,1
A000014,B000817,c,0.5
A000014,O000007,c,1
A000014,F000392,d,1
A000014,D000222,c,1
A000014,O000007,c,1
A000014,H000114,c,1
A000014,D000267,d,1
A000014,S000596,c,1
A000014,F000392,d,1
A000014,D000222,c,1
A000014,H000114,c,1
A000014,B000410,c,1
A000014,G000212,c,1
A000014,B000318,d,1
A000014,H000874,c,1
A000014,G000309,d,-1
A000014,S000948,c,1
A000014,D000267,d,0.5
A000014,B000318,d,1
A000014,B000880,c,1
A000014,H000930,c,1
A000014,S000148,c,1
A000014,D000267,a,1
A000014,D000267,a,1
A000014,N000009,c,1
A000014,S000005,c,-1
A000014,F000392,d,1
A000014,O000006,c,1
A000014,G000309,d,1
A000014,R000229,c,1
A000014,Y000013,c,1
A000014,S000948,c,1
A000014,H000172,c,0.5
A000014,G000272,c,1
A000014,K000262,c,1
A000014,R000465,c,1
A000014,S000596,c,1
A000014,S000948,c,1
A000014,N000009,c,1
A000014,H000074,d,1
A000014,G000309,d,1
A000014,F000392,d,1
A000014,B000318,d,1
A000014,B000880,c,1
A000014,H000930,c,1
A000014,M000466,c,1
A000014,S000148,c,1
A000014,F000392,d,1
A000014,S000948,c,1
A000014,R000229,c,1
A000014,Y000013,c,1
A000014,D000267,d,1
A000014,Y000013,c,0.5
A000014,W000215,c,1
A000014,G000309,d,1
A000014,N000009,c,-1
A000014,W000215,c,1
A000014,B000619,d,1
A000014,C000634,c,1
A000014,D000267,d,1
A000014,G000240,c,1
A000014,D000373,c,1
A000014,D000267,d,1
A000014,F000392,d,1
A000014,D000267,d,1
A000014,F000392,d,1
A000014,N000009,c,1
A000014,G000309,d,1
A000014,D000355,c,1
A000014,M000133,c,1
A000014,M001120,c,1
A000014,B000318,d,1
A000014,N000009,c,1
A000014,B000619,d,1
A000014,H000874,c,1
A000014,G000309,d,1
A000014,B000229,c,0.5
A000014,O000107,c,0.5
A000014,H000074,d,1
A000014,H000074,d,1
A000014,F000392,d,1
A000014,S000948,c,1
A000014,D000267,d,1
A000014,N000147,c,0.5
A000014,M000941,c,0.5
A000014,F000392,d,1
A000014,N000009,b,1
A000014,B000318,d,1
A000014,F000392,d,1
A000014,B000318,d,1
A000014,Y000013,c,1
