A000374,P000593,d,-1
A000374,L000480,b,1
A000374,L000480,c,0.5
A000374,L000563,c,0.5
A000374,G000588,c,0.5
A000374,J000126,c,0.5
A000374,L000491,c,0.5
A000374,W000806,c,0.5
A000374,P000593,d,-1
A000374,S001205,d,-1
A000374,C001117,c,-1
A000374,L000480,c,1
A000374,H000874,d,-1
A000374,M001143,c,0.5
A000374,Q000023,c,-1
A000374,M001165,d,0.5
A000374,H000874,b,-1
A000374,P000593,d,-1
A000374,L000480,c,0.5
A000374,I000024,e,0.5
A000374,L000480,c,0.5
A000374,R000486,b,-1
A000374,L000480,c,0.5
A000374,Q000023,c,1
A000374,M001143,c,0.5
A000374,L000480,c,-1
A000374,S001205,d,-1
A000374,R000606,d,-1
A000374,Q000023,c,0.5
A000374,Q000023,c,0.5
A000374,C001120,c,1
A000374,T000484,c,1
A000374,Q000023,c,0.5
A000374,D000623,d,-1
A000374,Q000023,c,0.5
A000374,Q000023,c,0.5
A000374,Q000023,c,0.5
A000374,L000480,c,0.5
A000374,Q000023,c,0.5
A000374,C000984,d,0.5
A000374,P000593,d,-1
A000374,L000480,c,0.5
A000374,W000822,c,0.5
A000374,T000479,c,0.5
A000374,S001150,c,0.5
A000374,L000480,c,0.5
A000374,S001205,d,0.5
A000374,S001213,c,1
A000374,G000581,c,1
A000374,S001187,c,1
A000374,T000479,c,1
A000374,D000623,d,0.5
A000374,R000606,d,-1
A000374,M001165,d,0.5
A000374,M001187,c,0.5
A000374,P000593,d,-1
A000374,R000486,b,0.5
A000374,R000606,d,-1
A000374,H001082,c,1
A000374,C001119,c,1
A000374,E000296,c,1
A000374,H001088,c,1
A000374,H001085,c,1
A000374,H000324,d,-1
A000374,R000606,d,-1
A000374,R000606,d,-1
A000374,W000187,d,-1
A000374,R000486,b,0.5
A000374,D000623,d,-1
A000374,A000378,c,-1
A000374,M001166,c,-1
A000374,P000523,c,1
A000374,P000593,d,-1
A000374,L000480,c,0.5
A000374,S001205,d,-1
A000374,H000874,c,1
A000374,M001165,c,1
A000374,B000574,c,0.5
A000374,B001278,c,0.5
A000374,B001302,d,-1
A000374,P000523,c,-1
A000374,L000577,e,1
A000374,R000615,e,1
A000374,D000623,d,-1
A000374,H000874,d,1
A000374,L000480,b,0.5
A000374,I000024,e,0.5
A000374,L000480,c,0.5
A000374,P000593,d,0.5
A000374,L000480,b,1
A000374,R000606,d,0.5
A000374,I000024,e,1
A000374,L000480,c,0.5
A000374,R000606,d,-1
A000374,L000480,c,0.5
A000374,Q000023,c,0.5
A000374,R000606,d,0.5
A000374,G000553,d,0.5
A000374,P000593,d,0.5
A000374,P000593,d,-1
A000374,H000874,d,-1
A000374,Q000023,c,0.5
A000374,Q000023,c,0.5
A000374,D000623,d,-1
A000374,K000386,c,0.5
A000374,W000822,c,0.5
A000374,Q000023,c,0.5
A000374,M001209,c,1
A000374,H001058,c,1
A000374,Q000023,c,0.5
A000374,D000623,d,-1
A000374,C001068,c,0.5
A000374,B001309,c,0.5
A000374,C001118,c,0.5
A000374,D000631,c,0.5
A000374,L000480,c,0.5
A000374,S001150,c,0.5
A000374,R000606,d,-1
A000374,D000623,d,-1
A000374,G000553,c,-1
A000374,B001281,c,-1
A000374,C001061,c,-1
A000374,C001078,c,-1
A000374,G000581,c,-1
A000374,H001058,c,-1
A000374,M000087,c,-1
A000374,M001137,c,-1
A000374,T000479,c,-1
A000374,R000606,d,-1
A000374,S001150,c,0.5
A000374,D000096,c,0.5
A000374,K000376,c,0.5
A000374,W000813,c,0.5
A000374,N000002,d,-1
A000374,S001205,d,0.5
A000374,L000480,c,0.5
A000374,W000187,c,1
A000374,G000553,c,1
A000374,M001156,c,1
A000374,S001205,d,-1
A000374,H000324,d,0.5
A000374,R000606,d,-1
A000374,C001080,c,1
A000374,H001090,c,1
A000374,H001087,c,1
A000374,N000190,c,1
A000374,S001205,d,0.5
A000374,P000593,d,-1
A000374,L000480,c,-1
A000374,G000584,c,1
A000374,R000606,d,-1
A000374,W000825,d,-1
A000374,S001205,d,-1
A000374,H000324,d,0.5
A000374,H001068,c,1
A000374,H000324,d,-1
A000374,S001205,d,0.5
A000374,L000480,b,-1
A000374,L000480,c,0.5
A000374,L000480,c,1
A000374,L000480,c,0.5
A000374,L000480,c,1
A000374,D000623,d,-1
A000374,R000606,d,-1
A000374,F000449,c,1
A000374,L000480,c,0.5
A000374,L000480,c,0.5
A000374,N000002,d,-1
A000374,P000593,d,0.5
A000374,D000623,d,-1
A000374,L000480,b,0.5
A000374,S001205,d,-1
A000374,S001205,d,0.5
A000374,L000480,c,0.5
A000374,L000480,b,0.5
A000374,S001205,d,-1
A000374,S001193,d,0.5
A000374,N000015,c,0.5
A000374,N000002,c,0.5
A000374,S001150,c,0.5
A000374,D000197,c,-1
A000374,N000191,c,-1
A000374,C001120,c,1
A000374,H001088,c,1
A000374,R000575,c,1
A000374,S001205,d,-1
A000374,V000108,c,1
A000374,G000583,c,0.5
A000374,R000585,c,0.5
A000374,S001205,d,0.5
A000374,V000108,c,1
A000374,P000593,d,0.5
A000374,D000197,c,1
A000374,N000191,c,1
A000374,V000108,c,-1
A000374,S001205,d,-1
A000374,M000087,c,0.5
A000374,C001061,c,0.5
A000374,S000344,c,0.5
A000374,M001143,c,1
A000374,R000606,d,-1
A000374,G000562,e,1
A000374,C001088,e,1
A000374,C001056,e,1
A000374,C001098,e,1
A000374,I000024,e,1
A000374,M000639,e,1
A000374,R000615,e,1
A000374,R000595,e,1
A000374,L000480,c,0.5
A000374,L000480,c,0.5
A000374,L000480,c,0.5
A000374,D000623,d,-1
A000374,D000631,c,1
A000374,D000626,c,1
A000374,S001205,d,-1
A000374,S001205,d,-1
A000374,L000480,c,0.5
A000374,S001205,d,0.5
A000374,S001198,e,0.5
A000374,C000127,e,0.5
A000374,S001194,e,0.5
A000374,V000108,c,-1
A000374,V000108,c,-1
A000374,P000617,c,1
A000374,O000172,c,1
A000374,H000324,d,-1
A000374,D000623,d,-1
A000374,V000108,c,-1
A000374,S001205,d,0.5
A000374,L000480,c,-1
A000374,N000002,c,-1
A000374,S001150,c,-1
A000374,H000324,d,-1
A000374,G000583,c,0.5
A000374,R000585,c,0.5
A000374,P000617,c,-1
A000374,O000172,c,-1
A000370,P000593,d,1
A000370,L000480,b,-1
A000370,L000563,c,1
A000370,G000588,c,1
A000370,J000126,c,1
A000370,L000491,c,1
A000370,W000806,c,1
A000370,P000593,d,1
A000370,S001205,d,1
A000370,C001117,c,1
A000370,L000480,c,-1
A000370,H000874,d,1
A000370,M001143,c,-1
A000370,Q000023,c,1
A000370,H000874,b,1
A000370,P000593,d,1
A000370,I000024,e,-1
A000370,R000486,b,1
A000370,L000480,c,1
A000370,Q000023,c,-1
A000370,M001143,c,1
A000370,L000480,c,1
A000370,S001205,d,1
A000370,R000606,d,1
A000370,C001120,c,1
A000370,T000484,c,1
A000370,D000623,d,1
A000370,C000984,d,1
A000370,P000593,d,1
A000370,W000822,c,1
A000370,T000479,c,1
A000370,S001150,c,1
A000370,S001205,d,1
A000370,S001213,c,1
A000370,G000581,c,1
A000370,S001187,c,1
A000370,T000479,c,1
A000370,D000623,d,1
A000370,R000606,d,1
A000370,M001187,c,1
A000370,P000593,d,1
A000370,R000486,b,1
A000370,R000606,d,1
A000370,H001082,c,1
A000370,C001119,c,1
A000370,E000296,c,1
A000370,H001088,c,1
A000370,H001085,c,1
A000370,H000324,d,1
A000370,R000606,d,1
A000370,R000606,d,1
A000370,W000187,d,1
A000370,R000486,b,-1
A000370,D000623,d,1
A000370,A000378,c,1
A000370,M001166,c,1
A000370,P000523,c,-1
A000370,P000593,d,1
A000370,L000480,c,1
A000370,S001205,d,1
A000370,H000874,c,1
A000370,M001165,c,1
A000370,B000574,c,1
A000370,B001278,c,1
A000370,B001302,d,1
A000370,P000523,c,1
A000370,L000577,e,1
A000370,R000615,e,1
A000370,D000623,d,1
A000370,H000874,d,1
A000370,L000480,b,1
A000370,I000024,e,1
A000370,L000480,c,-1
A000370,P000593,d,1
A000370,L000480,b,-1
A000370,R000606,d,1
A000370,I000024,e,1
A000370,L000480,c,1
A000370,R000606,d,1
A000370,R000606,d,1
A000370,G000553,d,-1
A000370,P000593,d,1
