A000014,K000016,a,-1
A000014,G000336,d,-1
A000014,P000005,c,1
A000014,H000329,d,-1
A000014,L000274,c,1
A000014,L000321,d,-1
A000014,V000127,c,1
A000014,J000070,c,1
A000014,A000215,c,1
A000014,H000463,e,0.5
A000014,P000444,c,1
A000014,W000194,d,1
A000014,H001016,e,1
A000014,G000365,e,1
A000014,C000077,e,1
A000014,H000338,e,1
A000014,L000321,d,-1
A000014,W000099,c,1
A000014,B000463,c,1
A000014,B000944,c,1
A000014,S000364,c,1
A000014,D000299,d,-1
A000014,S000718,d,1
A000014,G000439,d,1
A000014,K000113,d,1
A000014,M000309,d,1
A000014,S000465,d,1
A000014,D000299,d,-1
A000014,R000141,c,1
A000014,H000329,d,-1
A000014,W000099,c,0.5
A000014,P000444,c,1
A000014,L000274,c,1
A000014,R000569,d,-1
A000014,L000321,d,1
A000014,P000444,c,-1
A000014,S000718,c,1
A000014,S000465,c,1
A000014,A000215,c,1
A000014,B000556,c,1
A000014,B000657,c,1
A000014,C000556,c,1
A000014,C000830,c,1
A000014,D000168,c,1
A000014,G000410,c,1
A000014,G000439,c,1
A000014,N000159,c,1
A000014,O000163,c,1
A000014,R000053,c,1
A000014,U000031,c,1
A000014,M000316,c,1
A000014,M001140,c,1
A000014,S000718,c,1
A000014,S000465,c,1
A000014,L000321,d,-1
A000014,H000329,c,0.5
A000014,D000492,d,-1
A000014,R000141,c,-1
A000014,R000569,d,0.5
A000014,A000215,c,-1
A000014,M001054,e,1
A000014,B000711,e,1
A000014,S000148,e,1
A000014,G000336,d,-1
A000014,H000329,d,1
A000014,Y000033,c,1
A000014,P000444,c,0.5
A000014,D000299,d,0.5
A000014,S000718,c,1
A000014,S000465,c,1
A000014,T000461,a,1
A000014,R000385,a,1
A000014,S000463,c,1
A000014,G000336,d,-1
A000014,H000329,d,1
A000014,P000005,c,1
A000014,D000299,d,0.5
A000014,K000016,a,1
A000014,R000395,c,1
A000014,C000052,c,1
A000014,B000556,c,0.5
A000014,K000016,a,-1
A000014,H000329,d,-1
A000014,G000336,d,-1
A000014,M001085,e,-1
A000014,R000569,d,1
A000014,H000329,d,-1
A000014,G000336,d,-1
A000014,D000299,d,-1
A000014,G000336,d,-1
A000014,H000172,d,1
A000014,P000005,c,1
A000014,T000457,e,0.5
A000014,L000304,e,0.5
A000014,W000099,c,1
A000014,V000126,e,1
A000014,B000243,e,1
A000014,S000606,e,1
A000014,W000099,c,0.5
A000014,H000172,c,1
A000014,L000321,d,-1
A000014,S000463,c,1
A000014,V000126,e,1
A000014,B000243,e,1
A000014,S000606,e,1
A000014,W000099,c,0.5
A000014,L000321,d,-1
A000014,L000321,d,-1
A000014,R000569,d,-1
A000014,P000099,c,1
A000014,L000321,d,-1
A000014,G000336,d,1
A000014,T000458,c,1
A000014,S000709,e,1
A000014,T000067,c,-1
A000014,G000212,c,1
A000014,G000120,c,1
A000014,S000718,c,1
A000014,S000465,c,1
A000014,D000595,c,1
A000014,S000250,d,-1
A000014,L000321,d,-1
A000014,D000407,e,1
A000014,B000468,e,1
A000014,M000797,c,1
A000014,L000274,c,1
A000014,P000444,c,-1
A000014,R000409,b,-1
A000014,W000672,c,1
A000014,S000718,c,-1
A000014,S000465,c,-1
A000014,P000444,c,1
A000014,H000329,c,1
A000014,P000444,c,1
A000014,K000352,e,1
A000014,M000303,e,1
A000014,A000215,c,1
A000014,T000162,e,1
A000014,E000285,e,1
A000014,H000172,c,1
A000014,C000052,c,-1
A000014,C000873,c,1
A000014,S001078,c,1
A000014,B000220,c,1
