A000374,S000250,d,1
A000374,B001289,d,1
A000374,B001297,d,1
A000374,D000191,c,1
A000374,S000250,d,1
A000374,B000755,c,-1
A000374,C001107,c,-1
A000374,S001154,c,-1
A000374,C001053,d,1
A000374,C001093,d,1
A000374,W000791,c,1
A000374,B000574,c,1
A000374,B001305,c,1
A000374,M001137,c,1
A000374,C001093,d,1
A000374,C001109,d,1
A000374,W000810,d,1
A000374,C001109,d,1
A000374,B001248,d,1
A000374,C001109,d,1
A000374,W000810,d,1
A000374,S000250,d,1
A000374,C001053,d,1
A000374,B001297,d,1
A000374,C001093,d,1
A000374,C001053,d,1
A000374,B001297,d,1
A000374,N000189,d,1
A000374,R000601,c,1
A000374,T000478,c,1
A000374,C001093,d,1
A000374,C001109,d,1
A000374,C001093,d,1
A000374,W000810,d,1
A000374,M001165,d,-1
A000374,B001297,d,1
A000374,W000812,c,1
A000374,F000454,c,1
A000374,W000810,d,1
A000374,B001297,d,1
A000374,B001289,d,1
A000374,W000813,c,1
A000374,S001191,c,1
A000374,Y000066,c,1
A000374,B001297,d,1
A000374,C001053,d,1
A000374,M001165,d,1
A000374,M001165,d,1
A000374,S000250,d,1
A000374,P000611,c,1
A000374,H001074,c,1
A000374,V000130,c,1
A000374,W000810,d,1
A000374,B001248,d,1
A000374,B001297,d,1
A000374,P000611,c,1
A000374,W000791,c,1
A000374,S000250,d,1
A000374,W000810,d,1
A000374,W000810,d,1
A000374,C001093,d,1
A000374,C001093,d,1
A000374,G000377,c,1
A000374,B001297,d,1
A000374,B001248,d,1
A000374,C001053,d,1
A000374,M001165,c,1
A000374,C001094,c,1
A000374,A000371,c,1
A000374,C001109,d,1
A000374,S000250,d,1
A000374,W000810,d,1
A000374,B001289,d,1
A000374,T000250,e,1
A000374,B001277,e,1
A000374,C001056,e,1
A000374,H001041,e,1
A000374,K000367,e,1
A000374,N000032,e,1
A000374,R000595,e,1
A000374,E000285,f,1
A000374,B001248,d,1
A000374,C001105,c,1
A000374,B001248,d,1
A000374,H001042,e,1
A000374,D000618,e,1
A000374,G000562,e,1
A000374,K000367,e,1
A000374,C001109,d,1
A000374,N000189,d,1
A000374,B000755,c,-1
A000374,C001107,c,-1
A000374,S001154,c,-1
A000374,C001093,d,1
A000374,H001056,c,1
A000374,B001278,c,1
A000374,D000191,c,1
A000374,H001068,c,1
A000374,K000381,c,1
A000374,T000460,c,1
A000374,N000189,d,1
A000374,C001093,d,1
A000374,C001093,d,1
A000374,J000293,e,-1
A000374,E000295,e,-1
A000374,C001093,d,1
A000374,W000810,d,1
A000374,H001053,c,1
A000374,M001190,c,1
A000374,G000410,c,1
A000374,S000250,c,1
A000374,B001289,d,1
A000374,C001053,c,1
A000374,S000250,d,1
A000374,J000299,c,1
A000374,B001273,a,1
A000374,N000189,d,1
A000374,Y000033,c,1
A000374,L000557,c,-1
A000374,B001248,d,1
A000374,B001297,d,1
A000374,C001109,c,1
A000374,M001165,d,1
A000374,W000810,d,1
A000374,S000250,d,1
A000374,B001289,d,1
A000374,W000810,d,1
A000374,C001053,d,1
